City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Weather description
0,Bathsheba,13.2167,-59.5167,81.21,78,40,13.8,BB,2021-11-28 05:36:55,scattered clouds
1,Ushuaia,-54.8,-68.3,49.66,57,75,18.41,AR,2021-11-28 05:36:55,light rain
2,Rawson,-43.3002,-65.1023,55.74,78,0,5.44,AR,2021-11-28 05:36:56,clear sky
3,Sitka,57.0531,-135.33,35.49,87,90,3.44,US,2021-11-28 05:36:56,light rain
4,Hermanus,-34.4187,19.2345,65.25,88,96,12.55,ZA,2021-11-28 05:36:57,overcast clouds
5,Busselton,-33.65,115.3333,83.5,38,76,14.32,AU,2021-11-28 05:36:57,broken clouds
6,Khatanga,71.9667,102.5,-8.25,96,100,11.9,RU,2021-11-28 05:36:57,overcast clouds
7,Labuhan,-6.8844,112.2051,80.76,73,100,5.79,ID,2021-11-28 05:36:58,light rain
8,Barrow,71.2906,-156.7887,-5.78,77,90,10.36,US,2021-11-28 05:36:58,haze
9,Vaini,-21.2,-175.2,80.76,89,75,10.36,TO,2021-11-28 05:36:58,light rain
10,Butaritari,3.0707,172.7902,82.31,74,76,16.67,KI,2021-11-28 05:36:59,broken clouds
11,Tongliao,43.6125,122.2653,36.95,89,100,12.68,CN,2021-11-28 05:36:59,overcast clouds
12,Nikolskoye,59.7035,30.7861,28.29,93,100,10.33,RU,2021-11-28 05:36:59,light snow
13,Saint-Philippe,-21.3585,55.7679,81.95,81,93,3.42,RE,2021-11-28 05:37:00,light rain
14,Sao Filipe,14.8961,-24.4956,76.39,73,85,9.69,CV,2021-11-28 05:34:16,overcast clouds
15,Bluff,-46.6,168.3333,55.44,58,3,3.78,NZ,2021-11-28 05:37:00,clear sky
16,Hithadhoo,-0.6,73.0833,82.02,72,100,17.92,MV,2021-11-28 05:37:01,overcast clouds
17,Sistranda,63.7256,8.834,21.16,63,4,7.07,NO,2021-11-28 05:37:01,clear sky
18,Hasaki,35.7333,140.8333,59.29,41,1,14.61,JP,2021-11-28 05:37:01,clear sky
19,Bredasdorp,-34.5322,20.0403,67.82,76,90,16.4,ZA,2021-11-28 05:34:14,overcast clouds
20,Saint Anthony,45.0205,-93.218,33.73,69,1,10.36,US,2021-11-28 05:37:02,clear sky
21,Port Alfred,-33.5906,26.891,74.46,52,43,9.31,ZA,2021-11-28 05:37:02,scattered clouds
22,Kamaishi,39.2667,141.8833,49.15,49,53,7.18,JP,2021-11-28 05:37:03,broken clouds
23,Punta Arenas,-53.15,-70.9167,50.11,57,90,11.5,CL,2021-11-28 05:37:03,overcast clouds
24,Mitha Tiwana,32.2486,72.1108,74.12,20,18,2.08,PK,2021-11-28 05:37:04,few clouds
25,Prince Rupert,54.3161,-130.3201,49.69,78,90,17.27,CA,2021-11-28 05:36:08,moderate rain
26,Kahului,20.8947,-156.47,75.22,73,90,11.5,US,2021-11-28 05:37:04,overcast clouds
27,Kodiak,57.79,-152.4072,17.11,53,1,13.8,US,2021-11-28 05:33:17,clear sky
28,Srednekolymsk,67.45,153.6833,-38.81,99,47,5.46,RU,2021-11-28 05:37:05,scattered clouds
29,Yellowknife,62.456,-114.3525,-17.88,76,1,8.05,CA,2021-11-28 05:37:05,clear sky
30,Mungwi,-10.1732,31.3694,68.32,74,66,7.4,ZM,2021-11-28 05:37:06,broken clouds
31,Pangai,-19.8,-174.35,80.6,78,98,19.84,TO,2021-11-28 05:37:06,light rain
32,Jamestown,42.097,-79.2353,31.32,93,90,6.91,US,2021-11-28 05:36:35,light snow
33,Tuktoyaktuk,69.4541,-133.0374,-9.4,77,90,21.85,CA,2021-11-28 05:37:07,light snow
34,Ayacucho,-13.1583,-74.2239,57.27,73,100,3.22,PE,2021-11-28 05:37:07,overcast clouds
35,Constitucion,-35.3333,-72.4167,51.8,76,0,6.82,CL,2021-11-28 05:37:08,clear sky
36,Mahajanga,-15.7167,46.3167,84.22,70,40,6.91,MG,2021-11-28 05:37:08,light rain
37,Araouane,18.9048,-3.5265,68.5,40,99,11.12,ML,2021-11-28 05:37:08,overcast clouds
38,Puerto Colombia,10.9878,-74.9547,80.69,85,62,18.21,CO,2021-11-28 05:37:09,broken clouds
39,Kaitangata,-46.2817,169.8464,58.33,68,0,5.12,NZ,2021-11-28 05:37:09,clear sky
40,Norman Wells,65.282,-126.8329,-32.76,68,20,2.3,CA,2021-11-28 05:37:09,few clouds
41,Nkayi,-4.1841,13.2884,73.29,92,72,1.1,CG,2021-11-28 05:37:10,broken clouds
42,Damietta,31.4165,31.8133,62.49,46,21,7.16,EG,2021-11-28 05:36:52,few clouds
43,Pszczyna,49.9804,18.9538,35.47,99,100,5.79,PL,2021-11-28 05:37:10,overcast clouds
44,Qostanay,53.1667,63.5833,8.89,66,0,8.95,KZ,2021-11-28 05:33:24,clear sky
45,Leningradskiy,69.3833,178.4167,-20.67,91,22,10.09,RU,2021-11-28 05:38:11,few clouds
46,Nanortalik,60.1432,-45.2371,41.59,98,100,12.48,GL,2021-11-28 05:38:11,light rain
47,Narimanov,46.6927,47.8498,39.11,81,98,9.78,RU,2021-11-28 05:38:11,overcast clouds
48,Qaanaaq,77.484,-69.3632,-4.38,96,98,3.02,GL,2021-11-28 05:38:12,overcast clouds
49,Rikitea,-23.1203,-134.9692,76.46,78,78,15.82,PF,2021-11-28 05:38:12,broken clouds
50,Bundaberg,-24.85,152.35,77.29,78,75,17.27,AU,2021-11-28 05:38:12,broken clouds
51,Fairbanks,64.8378,-147.7164,-16.64,69,90,0.0,US,2021-11-28 05:35:13,light snow
52,Castro,-24.7911,-50.0119,59.34,86,0,2.01,BR,2021-11-28 05:38:13,clear sky
53,Odate,40.2686,140.5683,44.74,81,75,5.75,JP,2021-11-28 05:38:13,broken clouds
54,Puerto Ayora,-0.7393,-90.3518,68.2,82,88,7.72,EC,2021-11-28 05:38:14,overcast clouds
55,Albany,42.6001,-73.9662,26.47,71,61,4.45,US,2021-11-28 05:35:56,broken clouds
56,Margate,51.3813,1.3862,37.11,79,100,31.43,GB,2021-11-28 05:38:14,overcast clouds
57,Hamilton,39.1834,-84.5333,45.45,74,1,3.44,US,2021-11-28 05:35:22,clear sky
58,Souillac,-20.5167,57.5167,84.58,58,20,10.36,MU,2021-11-28 05:30:41,few clouds
59,Lebu,-37.6167,-73.65,49.55,79,0,16.02,CL,2021-11-28 05:38:15,clear sky
60,Thompson,55.7435,-97.8558,17.76,79,90,12.66,CA,2021-11-28 05:38:15,overcast clouds
61,Brownwood,31.7093,-98.9912,52.92,100,90,0.0,US,2021-11-28 05:38:15,overcast clouds
62,Mindelo,16.8901,-24.9804,74.75,64,40,24.16,CV,2021-11-28 05:38:16,scattered clouds
63,Udachnyy,66.4167,112.4,-18.11,96,100,4.14,RU,2021-11-28 05:38:16,overcast clouds
64,Ribeira Grande,38.5167,-28.7,61.2,62,59,4.7,PT,2021-11-28 05:38:16,broken clouds
65,Piacabucu,-10.4056,-36.4344,78.42,78,87,11.63,BR,2021-11-28 05:29:36,overcast clouds
66,Huanren,41.2647,125.3667,38.61,66,100,5.95,CN,2021-11-28 05:38:17,overcast clouds
67,Longyearbyen,78.2186,15.6401,10.24,61,20,27.63,SJ,2021-11-28 05:25:45,few clouds
68,Tucuman,-26.8241,-65.2226,75.2,69,91,6.91,AR,2021-11-28 05:38:17,overcast clouds
69,Lorengau,-2.0226,147.2712,85.62,67,100,7.65,PG,2021-11-28 05:38:17,overcast clouds
70,Carnarvon,-24.8667,113.6333,89.67,48,0,14.97,AU,2021-11-28 05:38:18,clear sky
71,Rangpur,25.75,89.25,77.2,47,66,10.09,BD,2021-11-28 05:38:18,broken clouds
72,Aklavik,68.2191,-135.0107,-13.97,83,83,17.05,CA,2021-11-28 05:38:19,broken clouds
73,Dikson,73.5069,80.5464,-11.11,97,100,10.0,RU,2021-11-28 05:38:19,overcast clouds
74,Dingle,10.9995,122.6711,84.76,75,97,11.34,PH,2021-11-28 05:38:19,overcast clouds
75,Te Anau,-45.4167,167.7167,66.24,47,0,2.3,NZ,2021-11-28 05:38:20,clear sky
76,Buchanan,5.8808,-10.0467,78.3,84,82,4.18,LR,2021-11-28 05:38:20,broken clouds
77,Lensk,60.7253,114.9278,9.37,87,100,9.62,RU,2021-11-28 05:38:20,overcast clouds
78,Muroto,33.2833,134.15,60.84,43,0,1.9,JP,2021-11-28 05:38:21,clear sky
79,Faanui,-16.4833,-151.75,81.05,75,37,11.81,PF,2021-11-28 05:38:21,scattered clouds
80,Mataura,-46.1927,168.8643,63.84,39,1,5.75,NZ,2021-11-28 05:38:22,clear sky
81,Sorland,67.667,12.6934,35.56,64,100,14.76,NO,2021-11-28 05:38:22,light rain
82,Peddapuram,17.0833,82.1333,78.89,65,93,13.73,IN,2021-11-28 05:38:22,overcast clouds
83,Tuatapere,-46.1333,167.6833,58.21,54,0,8.03,NZ,2021-11-28 05:29:30,clear sky
84,Hilo,19.7297,-155.09,73.13,88,90,0.0,US,2021-11-28 05:38:23,light rain
85,Hualmay,-11.0964,-77.6139,65.07,89,100,8.97,PE,2021-11-28 05:38:23,overcast clouds
86,Burgeo,47.6167,-57.6152,43.52,78,89,24.49,CA,2021-11-28 05:38:24,overcast clouds
87,Victor Harbor,-35.5667,138.6167,73.49,55,0,11.36,AU,2021-11-28 05:38:24,clear sky
88,Road Town,18.4167,-64.6167,78.89,79,9,11.95,VG,2021-11-28 05:38:24,clear sky
89,East London,-33.0153,27.9116,68.94,77,0,5.75,ZA,2021-11-28 05:36:35,clear sky
90,Hay River,60.8156,-115.7999,1.38,78,40,6.91,CA,2021-11-28 05:38:51,scattered clouds
91,Bethel,41.3712,-73.414,34.16,55,20,5.75,US,2021-11-28 05:39:24,few clouds
92,Grindavik,63.8424,-22.4338,36.07,100,90,9.22,IS,2021-11-28 05:39:25,light intensity drizzle
93,Ivdel,60.6911,60.4206,19.78,96,100,3.94,RU,2021-11-28 05:39:25,overcast clouds
94,Storsteinnes,69.2408,19.2344,19.4,92,12,6.91,NO,2021-11-28 05:39:26,few clouds
95,Hami,42.8,93.45,28.17,60,21,5.26,CN,2021-11-28 05:39:26,few clouds
96,Yar-Sale,66.8333,70.8333,-11.79,97,49,8.88,RU,2021-11-28 05:39:26,scattered clouds
97,Porbandar,21.6422,69.6093,84.18,61,66,5.75,IN,2021-11-28 05:39:27,haze
98,Guadalupe Y Calvo,26.1,-106.9667,41.34,85,100,4.09,MX,2021-11-28 05:39:27,overcast clouds
99,Mahebourg,-20.4081,57.7,84.49,58,20,10.36,MU,2021-11-28 05:39:28,few clouds
100,Abnub,27.2696,31.1511,55.62,21,11,2.51,EG,2021-11-28 05:39:28,few clouds
101,Abu Samrah,35.3029,37.1841,60.84,50,100,3.02,SY,2021-11-28 05:39:28,overcast clouds
102,Dauphin,51.1494,-100.0502,19.54,73,1,16.11,CA,2021-11-28 05:39:29,clear sky
103,Georgetown,5.4112,100.3354,87.73,74,40,4.61,MY,2021-11-28 05:38:25,scattered clouds
104,Mayahi,13.9553,7.6712,70.27,18,84,10.47,NE,2021-11-28 05:39:29,broken clouds
105,Ambanja,-13.6833,48.45,81.52,78,60,2.26,MG,2021-11-28 05:39:30,moderate rain
106,Saskylakh,71.9167,114.0833,-3.32,92,99,10.89,RU,2021-11-28 05:39:30,overcast clouds
107,Manokwari,-0.8667,134.0833,82.54,76,94,7.43,ID,2021-11-28 05:39:31,overcast clouds
108,Esperance,-33.8667,121.9,93.04,38,2,9.62,AU,2021-11-28 05:39:19,clear sky
109,Atuona,-9.8,-139.0333,78.75,75,100,19.75,PF,2021-11-28 05:39:31,overcast clouds
110,Mawlaik,23.6333,94.4167,82.51,43,39,2.44,MM,2021-11-28 05:39:32,scattered clouds
111,Geraldton,-28.7667,114.6,88.21,30,0,12.66,AU,2021-11-28 05:39:32,clear sky
112,Namatanai,-3.6667,152.4333,84.72,67,99,3.27,PG,2021-11-28 05:39:32,overcast clouds
113,Belmonte,-15.8631,-38.8828,72.1,96,100,5.46,BR,2021-11-28 05:39:33,overcast clouds
114,Ust-Kalmanka,52.1207,83.305,26.56,63,100,20.38,RU,2021-11-28 05:39:33,overcast clouds
115,New Norfolk,-42.7826,147.0587,63.9,49,4,6.4,AU,2021-11-28 05:39:33,clear sky
116,Stepantsevo,56.1314,41.7032,35.4,98,100,10.42,RU,2021-11-28 05:39:34,overcast clouds
117,Bengkulu,-3.8004,102.2655,83.23,68,100,5.79,ID,2021-11-28 05:39:34,overcast clouds
118,Shatsk,54.0258,41.7119,34.56,100,100,11.83,RU,2021-11-28 05:39:35,overcast clouds
119,Soure,-0.7167,-48.5233,79.97,81,12,8.14,BR,2021-11-28 05:39:35,few clouds
120,Aswan,24.0934,32.907,67.3,27,0,6.91,EG,2021-11-28 05:39:35,clear sky
121,Makokou,0.5738,12.8642,69.57,97,96,1.41,GA,2021-11-28 05:39:36,overcast clouds
122,Zaltan,32.947,11.8665,61.16,57,100,4.41,LY,2021-11-28 05:39:36,overcast clouds
123,Avera,33.194,-82.5271,48.07,46,99,6.98,US,2021-11-28 05:39:37,overcast clouds
124,Taoudenni,22.6783,-3.9836,63.52,36,19,9.06,ML,2021-11-28 05:39:37,few clouds
125,Knysna,-34.0363,23.0471,70.18,50,34,7.9,ZA,2021-11-28 05:39:37,scattered clouds
126,Pevek,69.7008,170.3133,-12.8,84,12,2.82,RU,2021-11-28 05:39:38,few clouds
127,Airai,-8.9266,125.4092,70.23,74,97,1.95,TL,2021-11-28 05:39:38,overcast clouds
128,Iqaluit,63.7506,-68.5145,24.53,58,90,12.66,CA,2021-11-28 05:39:38,light snow
129,Saint-Augustin,51.226,-58.6502,37.62,96,82,15.66,CA,2021-11-28 05:39:39,broken clouds
130,Upernavik,72.7868,-56.1549,-4.05,85,24,10.69,GL,2021-11-28 05:39:39,few clouds
131,Shimoda,34.6667,138.95,55.76,48,16,0.96,JP,2021-11-28 05:39:40,few clouds
132,Mar Del Plata,-38.0023,-57.5575,62.62,94,0,11.5,AR,2021-11-28 05:39:40,clear sky
133,Pochutla,15.7432,-96.4661,73.13,71,70,3.78,MX,2021-11-28 05:39:40,broken clouds
134,Cape Town,-33.9258,18.4232,63.01,100,90,11.5,ZA,2021-11-28 05:37:58,light rain
135,Hobart,-42.8794,147.3294,64.26,63,20,18.41,AU,2021-11-28 05:37:49,few clouds
136,Erenhot,43.6475,111.9767,30.83,57,14,16.67,CN,2021-11-28 05:40:41,few clouds
137,Goderich,43.7501,-81.7165,26.92,93,100,5.75,CA,2021-11-28 05:40:41,overcast clouds
138,Ancud,-41.8697,-73.8203,49.53,86,40,3.51,CL,2021-11-28 05:40:42,scattered clouds
139,Cumberland,35.0502,-78.8664,45.84,50,1,5.75,US,2021-11-28 05:36:06,clear sky
140,Kiunga,-6.1219,141.2906,88.27,62,56,3.98,PG,2021-11-28 05:40:42,broken clouds
141,Mahon,39.8885,4.2658,43.36,87,20,0.0,ES,2021-11-28 05:40:43,few clouds
142,Bowen,-20.0167,148.2333,82.62,69,38,11.7,AU,2021-11-28 05:40:43,scattered clouds
143,Labrea,-7.2586,-64.7981,72.9,99,100,2.95,BR,2021-11-28 05:40:43,overcast clouds
144,Novo Aripuana,-5.1206,-60.3797,73.92,97,100,1.95,BR,2021-11-28 05:40:44,overcast clouds
145,Ixtapa,20.7,-105.2,71.37,82,92,2.75,MX,2021-11-28 05:40:44,overcast clouds
146,College,64.8569,-147.8028,-13.34,69,75,0.0,US,2021-11-28 05:40:44,light snow
147,Patea,-39.7583,174.4833,63.37,77,100,7.87,NZ,2021-11-28 05:40:45,overcast clouds
148,Krabi,8.0726,98.9105,82.51,89,75,5.75,TH,2021-11-28 05:40:45,light rain
149,Khandyga,62.6667,135.6,-6.12,100,100,1.34,RU,2021-11-28 05:40:45,overcast clouds
150,Aripuana,-9.1667,-60.6333,72.59,100,91,2.71,BR,2021-11-28 05:40:46,moderate rain
151,Arraial Do Cabo,-22.9661,-42.0278,72.59,86,21,5.32,BR,2021-11-28 05:37:47,few clouds
152,Kungurtug,50.5994,97.5228,12.97,59,73,1.14,RU,2021-11-28 05:40:46,broken clouds
153,Makakilo City,21.3469,-158.0858,77.32,63,90,5.75,US,2021-11-28 05:40:47,overcast clouds
154,Balod,20.73,81.2047,77.95,34,84,8.9,IN,2021-11-28 05:40:47,broken clouds
155,Codrington,-38.2667,141.9667,63.05,63,0,14.65,AU,2021-11-28 05:40:47,clear sky
156,Tasiilaq,65.6145,-37.6368,26.76,95,100,4.68,GL,2021-11-28 05:40:48,snow
157,Bahia Honda,22.9036,-83.1592,70.68,82,28,3.83,CU,2021-11-28 05:40:48,scattered clouds
158,San Cristobal,7.7669,-72.225,68.18,89,25,1.14,VE,2021-11-28 05:38:23,scattered clouds
159,Kapaa,22.0752,-159.319,75.18,73,1,8.05,US,2021-11-28 05:40:49,clear sky
160,Verkhoyansk,67.5447,133.385,-7.24,99,100,2.33,RU,2021-11-28 05:40:49,overcast clouds
161,Klaksvik,62.2266,-6.589,25.72,61,97,4.34,FO,2021-11-28 05:40:49,overcast clouds
162,Chenghai,23.4632,116.768,78.71,47,20,4.47,CN,2021-11-28 05:40:50,few clouds
163,Alyangula,-13.8483,136.4192,82.27,74,90,10.36,AU,2021-11-28 05:40:50,overcast clouds
164,Cockburn Town,21.4612,-71.1419,77.72,72,43,10.6,TC,2021-11-28 05:40:51,scattered clouds
165,Serik,36.9169,31.0989,68.25,82,89,15.57,TR,2021-11-28 05:40:51,overcast clouds
166,Asau,46.4333,26.4,32.92,80,48,4.32,RO,2021-11-28 05:40:52,scattered clouds
167,Koulikoro,14.0,-7.75,72.95,24,77,7.94,ML,2021-11-28 05:40:52,broken clouds
168,Lake Havasu City,34.4839,-114.3224,62.6,14,1,0.0,US,2021-11-28 05:40:52,clear sky
169,Paamiut,61.994,-49.6678,37.6,94,100,16.6,GL,2021-11-28 05:40:52,light rain
170,Provideniya,64.3833,-173.3,-6.11,81,5,5.19,RU,2021-11-28 05:40:53,clear sky
171,Kununurra,-15.7667,128.7333,100.38,20,40,6.91,AU,2021-11-28 05:40:53,scattered clouds
172,Sembe,1.6481,14.5806,73.49,82,95,1.03,CG,2021-11-28 05:40:53,overcast clouds
173,Deputatskiy,69.3,139.9,-10.19,96,100,5.46,RU,2021-11-28 05:40:54,overcast clouds
174,Chuy,-33.6971,-53.4616,66.92,88,100,5.5,UY,2021-11-28 05:40:54,overcast clouds
175,Clyde River,70.4692,-68.5914,-9.15,97,96,6.76,CA,2021-11-28 05:40:55,overcast clouds
176,Rosarito,32.3333,-117.0333,59.74,60,0,1.72,MX,2021-11-28 05:40:55,clear sky
177,Talnakh,69.4865,88.3972,-3.42,98,100,6.08,RU,2021-11-28 05:40:55,overcast clouds
178,Fortuna,40.5982,-124.1573,50.34,94,60,2.91,US,2021-11-28 05:40:56,broken clouds
179,Buala,-8.145,159.5921,84.15,72,77,4.74,SB,2021-11-28 05:40:56,light rain
180,Berlevag,70.8578,29.0864,14.0,72,0,8.05,NO,2021-11-28 05:41:56,clear sky
181,Conway,35.0887,-92.4421,44.4,87,75,0.0,US,2021-11-28 05:41:57,broken clouds
182,Pitimbu,-7.4706,-34.8086,75.79,69,82,7.76,BR,2021-11-28 05:41:57,broken clouds
183,Ugoofaaru,5.6667,73.0,80.58,80,100,12.97,MV,2021-11-28 05:41:58,moderate rain
184,Petropavlovsk-Kamchatskiy,53.0452,158.6483,19.99,53,0,6.71,RU,2021-11-28 05:41:45,clear sky
185,Kogon,39.7228,64.5517,42.44,70,84,4.61,UZ,2021-11-28 05:41:58,broken clouds
186,Takoradi,4.8845,-1.7554,78.49,82,67,5.46,GH,2021-11-28 05:41:58,broken clouds
187,Hammerfest,70.6634,23.6821,18.05,73,55,16.11,NO,2021-11-28 05:41:59,broken clouds
188,Hermiston,45.8404,-119.2895,68.02,100,90,3.44,US,2021-11-28 05:41:59,overcast clouds
189,Ouesso,1.6136,16.0517,74.12,72,93,1.03,CG,2021-11-28 05:42:00,overcast clouds
190,Beloha,-25.1667,45.05,72.36,41,0,15.46,MG,2021-11-28 05:42:00,clear sky
191,Saint-Joseph,-21.3667,55.6167,82.76,84,96,3.53,RE,2021-11-28 05:42:01,light rain
192,Varkkallai,8.7341,76.7067,83.98,86,100,4.92,IN,2021-11-28 05:42:01,overcast clouds
193,Mainpuri,27.2333,79.0167,75.52,34,1,4.25,IN,2021-11-28 05:42:01,clear sky
194,Nhulunbuy,-12.2333,136.7667,93.81,38,46,11.5,AU,2021-11-28 05:42:02,scattered clouds
195,Hambantota,6.1241,81.1185,82.74,94,40,5.75,LK,2021-11-28 05:42:02,light rain
196,Antofagasta,-23.65,-70.4,60.08,78,39,3.91,CL,2021-11-28 05:37:30,scattered clouds
197,Price,39.5994,-110.8107,42.06,52,1,3.44,US,2021-11-28 05:42:03,clear sky
198,Bijie,27.3125,105.2942,52.16,73,93,4.09,CN,2021-11-28 05:42:03,overcast clouds
199,Mercedes,-34.6515,-59.4307,61.39,93,100,7.27,AR,2021-11-28 05:42:03,light rain
200,Pandan,14.0453,124.1694,79.84,88,100,12.5,PH,2021-11-28 05:42:04,overcast clouds
201,Kitgum,3.2783,32.8867,78.13,57,75,7.16,UG,2021-11-28 05:42:04,broken clouds
202,Iranshahr,27.2025,60.6848,70.14,24,0,6.91,IR,2021-11-28 05:42:04,clear sky
203,Tacoronte,28.4769,-16.4102,57.52,94,75,16.11,ES,2021-11-28 05:42:05,broken clouds
204,Temir,49.1414,57.13,23.94,77,96,12.8,KZ,2021-11-28 05:42:05,overcast clouds
205,Oga,46.4631,10.347,27.68,96,100,6.24,IT,2021-11-28 05:42:06,snow
206,Umm Kaddadah,13.6017,26.6876,74.14,18,7,19.75,SD,2021-11-28 05:42:06,clear sky
207,Placido De Castro,-10.3353,-67.1856,71.29,98,91,2.71,BR,2021-11-28 05:42:06,overcast clouds
208,Storozhevaya,43.8789,41.4514,48.29,68,96,3.51,RU,2021-11-28 05:42:07,overcast clouds
209,Bambous Virieux,-20.3428,57.7575,84.45,58,20,10.36,MU,2021-11-28 05:42:07,few clouds
210,Nacala,-14.5428,40.6728,82.35,49,91,11.36,MZ,2021-11-28 05:42:07,overcast clouds
211,Panguiranan,12.0699,123.3185,85.57,71,100,11.05,PH,2021-11-28 05:42:08,overcast clouds
212,Grand-Lahou,5.1367,-5.0242,78.67,85,19,6.49,CI,2021-11-28 05:42:08,few clouds
213,Olinda,-8.0089,-34.8553,80.33,78,40,3.44,BR,2021-11-28 05:42:09,scattered clouds
214,Osorno,-40.5667,-73.15,38.07,95,9,0.98,CL,2021-11-28 05:42:09,clear sky
215,Saint-Pierre,-21.3393,55.4781,83.84,88,90,13.8,RE,2021-11-28 05:42:10,mist
216,Victoria,22.2855,114.1577,76.96,50,80,4.72,HK,2021-11-28 05:42:10,broken clouds
217,Teluknaga,-6.0989,106.6381,89.78,66,40,16.11,ID,2021-11-28 05:42:10,scattered clouds
218,Jingdezhen,29.2947,117.2079,67.08,55,52,2.42,CN,2021-11-28 05:42:11,broken clouds
219,Myanaung,18.2833,95.3167,83.64,62,0,9.78,MM,2021-11-28 05:42:11,clear sky
220,Grenville,12.1167,-61.6167,80.65,81,45,13.38,GD,2021-11-28 05:42:12,scattered clouds
221,San Andres,12.5847,-81.7006,80.62,83,75,12.66,CO,2021-11-28 05:42:12,broken clouds
222,Tautira,-17.7333,-149.15,80.62,80,43,17.16,PF,2021-11-28 05:42:12,light rain
223,Saldanha,-33.0117,17.9442,62.65,91,90,11.32,ZA,2021-11-28 05:42:13,overcast clouds
224,Padang,-0.9492,100.3543,85.69,62,98,6.24,ID,2021-11-28 05:42:13,overcast clouds
225,Felanitx,39.4696,3.1483,48.72,73,14,16.93,ES,2021-11-28 05:42:13,few clouds
226,Pombas,17.1503,-25.0201,73.18,80,100,18.3,CV,2021-11-28 05:42:14,overcast clouds
227,Fukue,32.6881,128.8419,57.56,51,0,6.91,JP,2021-11-28 05:43:14,clear sky
228,Port Hedland,-20.3167,118.5667,93.25,38,14,27.63,AU,2021-11-28 05:43:15,few clouds
229,Betioky,-23.7167,44.3833,75.51,39,0,11.34,MG,2021-11-28 05:43:15,clear sky
230,Dicabisagan,17.0818,122.4157,78.4,89,99,6.24,PH,2021-11-28 05:43:15,overcast clouds
